token	lang	score
精神力	ja	1.0
精進	ja	1.0
精美	ja	1.0
精密	ja	1.0
精密さ	ja	1.0
精妙	ja	1.0
精力	ja	1.0
精力絶倫	ja	1.0
精力的	ja	1.0
精励	ja	1.0
精霊	ja	1.0
精悍さ	ja	1.0
精緻	ja	1.0
聖	ja	1.0
聖恩	ja	1.0
聖歌	ja	0.0
聖賢	ja	1.0
聖者	ja	0.0
聖書	ja	0.0
聖女	ja	0.0
聖人	ja	0.0
聖水	ja	0.0
聖哲	ja	0.0
聖徳	ja	1.0
聖徳太子	ja	0.0
聖母	ja	0.0
聖母マリア	ja	1.0
聖夜	ja	0.0
聖霊	ja	1.0
声援	ja	1.0
声価	ja	0.0
声楽家	ja	0.0
声質	ja	0.0
声名	ja	0.0
声優	ja	0.0
西夏	ja	0.0
西哲	ja	1.0
西南戦争	ja	-1.0
誠	ja	1.0
誠意	ja	1.0
誠実	ja	1.0
誠実さ	ja	1.0
誓約書	ja	0.0
逝去	ja	-1.0
青い鳥	ja	0.0
青そこひ	ja	-1.0
青びょうたん	ja	-1.0
青鬼	ja	-1.0
青空	ja	1.0
青臭さ	ja	-1.0
青汁	ja	0.0
青春	ja	1.0
青少年	ja	0.0
青息	ja	-1.0
青天の霹靂	ja	0.0
静	ja	1.0
静か	ja	0.0
静かさ	ja	1.0
静けさ	ja	1.0
静穏	ja	1.0
静止	ja	0.0
静寂	ja	0.0
静粛性	ja	1.0
静電気	ja	0.0
静脈瘤	ja	-1.0
税金	ja	0.0
税収	ja	1.0
税収入	ja	1.0
税負担	ja	-1.0
税務	ja	0.0
脆さ	ja	-1.0
脆弱	ja	-1.0
惜敗	ja	-1.0
斥力	ja	0.0
石化	ja	0.0
石灰化	ja	0.0
石油	ja	0.0
石油ショック	ja	-1.0
石油危機	ja	-1.0
積もり	ja	0.0
積怨	ja	-1.0
積極性	ja	0.0
積極的	ja	1.0
積雪	ja	0.0
脊髄カリエス	ja	-1.0
責	ja	-1.0
責め苦	ja	-1.0
責任感	ja	1.0
責務	ja	0.0
赤い羽根	ja	1.0
赤ら顔	ja	0.0
赤禍	ja	0.0
赤鬼	ja	0.0
赤錆	ja	-1.0
赤字	ja	-1.0
赤字経営	ja	-1.0
赤水	ja	0.0
赤潮	ja	-1.0
赤点	ja	-1.0
赤貧	ja	-1.0
赤味	ja	0.0
赤面	ja	0.0
赤目	ja	-1.0
赤痢	ja	-1.0
跡	ja	0.0
切なさ	ja	-1.0
切り捨て	ja	-1.0
切り傷	ja	-1.0
切り返し	ja	0.0
切れ	ja	0.0
切れ者	ja	1.0
切れ端	ja	-1.0
切れ味	ja	1.0
切開	ja	0.0
切実	ja	-1.0
切実さ	ja	0.0
切迫	ja	-1.0
切腹	ja	-1.0
拙攻	ja	-1.0
拙作	ja	-1.0
拙速	ja	0.0
接種	ja	0.0
接触不良	ja	-1.0
接続性	ja	0.0
接着性	ja	1.0
接点	ja	1.0
摂取	ja	0.0
摂食	ja	0.0
摂食障害	ja	-1.0
折り合い	ja	1.0
折り紙	ja	1.0
折り紙付き	ja	1.0
折檻	ja	-1.0
設計者	ja	0.0
設題	ja	0.0
設定ミス	ja	-1.0
設備	ja	1.0
設備投資	ja	0.0
設問	ja	0.0
窃取	ja	-1.0
窃盗	ja	-1.0
節	ja	0.0
節煙	ja	0.0
節義	ja	1.0
節減	ja	0.0
節酒	ja	0.0
節制	ja	0.0
節操	ja	1.0
節電	ja	0.0
節度	ja	1.0
節約	ja	0.0
説得	ja	0.0
説得力	ja	1.0
説明	ja	0.0
説明不足	ja	-1.0
雪	ja	0.0
雪害	ja	-1.0
雪駄	ja	0.0
雪道	ja	0.0
雪崩	ja	-1.0
雪盲	ja	-1.0
絶	ja	-1.0
絶佳	ja	1.0
絶叫	ja	0.0
絶景	ja	1.0
絶後	ja	0.0
絶好	ja	1.0
絶好調	ja	1.0
絶賛	ja	1.0
絶勝	ja	1.0
絶唱	ja	0.0
絶息	ja	-1.0
絶対音感	ja	1.0
絶頂	ja	1.0
絶版	ja	-1.0
絶美	ja	1.0
絶望	ja	-1.0
絶望感	ja	-1.0
絶望的	ja	-1.0
絶妙	ja	1.0
絶命	ja	-1.0
絶滅	ja	-1.0
絶倫	ja	1.0
舌なめずり	ja	0.0
舌禍	ja	-1.0
舌鼓	ja	1.0
舌足らず	ja	-1.0
舌打ち	ja	-1.0
仙道	ja	0.0
先覚	ja	0.0
先覚者	ja	1.0
先駆者	ja	1.0
先見	ja	1.0
先見の明	ja	1.0
先見性	ja	1.0
先賢	ja	1.0
先攻	ja	0.0
先行き不透明感	ja	-1.0
先細り	ja	-1.0
先勝	ja	1.0
先進性	ja	1.0
先制	ja	0.0
先制ゴール	ja	1.0
先制パンチ	ja	-1.0
先制攻撃	ja	0.0
先制点	ja	1.0
先生	ja	0.0
先太り	ja	-1.0
先達	ja	0.0
先哲	ja	1.0
先天性	ja	0.0
先入観	ja	-1.0
千辛万苦	ja	-1.0
千人力	ja	1.0
千編一律	ja	-1.0
千慮の一失	ja	-1.0
占領	ja	-1.0
宣旨	ja	0.0
宣戦布告	ja	-1.0
宣撫	ja	0.0
専横	ja	-1.0
専任講師	ja	0.0
専売特許	ja	0.0
専門	ja	1.0
専門医	ja	1.0
専門家	ja	0.0
専門性	ja	1.0
専門知識	ja	1.0
専門的知識	ja	1.0
専門的能力	ja	1.0
専門能力	ja	1.0
川上	ja	0.0
戦意	ja	1.0
戦果	ja	1.0
戦火	ja	-1.0
戦禍	ja	-1.0
戦況	ja	0.0
戦後	ja	0.0
戦後復興	ja	0.0
戦功	ja	1.0
戦災	ja	-1.0
戦士	ja	0.0
戦死	ja	-1.0
戦死者	ja	-1.0
戦勝	ja	1.0
戦場	ja	-1.0
戦績	ja	1.0
戦線離脱	ja	0.0
戦争	ja	-1.0
戦争責任	ja	-1.0
戦争反対	ja	0.0
戦争犯罪	ja	-1.0
戦闘	ja	-1.0
戦闘能力	ja	1.0
戦闘力	ja	1.0
戦敗	ja	-1.0
戦犯	ja	-1.0
戦費	ja	-1.0
戦没	ja	-1.0
戦友	ja	0.0
戦略性	ja	1.0
戦力	ja	1.0
浅見	ja	-1.0
浅知恵	ja	-1.0
洗い物	ja	0.0
洗浄	ja	0.0
洗浄力	ja	1.0
洗濯物	ja	0.0
洗礼	ja	0.0
洗練	ja	1.0
染色	ja	0.0
潜在意識	ja	0.0
潜在能力	ja	0.0
煽り	ja	-1.0
穿刺	ja	0.0
穿鑿好き	ja	-1.0
線維化	ja	0.0
線画	ja	0.0
繊細	ja	1.0
繊細さ	ja	1.0
羨望	ja	0.0
船酔い	ja	-1.0
船霊	ja	0.0
選び	ja	0.0
選り好み	ja	-1.0
選球	ja	0.0
選挙協力	ja	0.0
選曲	ja	0.0
選考	ja	0.0
選考会	ja	0.0
選奨	ja	1.0
選択科目	ja	0.0
選抜	ja	0.0
遷化	ja	-1.0
閃光	ja	0.0
鮮やか	ja	1.0
鮮やかさ	ja	1.0
鮮度	ja	1.0
鮮明	ja	1.0
鮮烈	ja	1.0
前科	ja	-1.0
前景気	ja	0.0
前後関係	ja	0.0
前座	ja	0.0
前作	ja	0.0
前祝い	ja	0.0
前進	ja	1.0
前人未到	ja	0.0
前代未聞	ja	0.0
前途	ja	1.0
前評判	ja	0.0
前立腺	ja	0.0
前立腺がん	ja	-1.0
前立腺癌	ja	-1.0
前立腺肥大	ja	-1.0
前立腺肥大症	ja	-1.0
善	ja	1.0
善し悪し	ja	0.0
善意	ja	1.0
善因善果	ja	0.0
善玉	ja	0.0
善行	ja	1.0
善政	ja	1.0
善戦	ja	1.0
善美	ja	1.0
漸騰	ja	-1.0
漸落	ja	-1.0
然諾	ja	0.0
全く	ja	0.0
全壊	ja	-1.0
全快	ja	1.0
全開	ja	0.0
全額	ja	0.0
全国制覇	ja	1.0
全国統一	ja	0.0
全勝	ja	1.0
全焼	ja	0.0
全身全霊	ja	0.0
全人	ja	0.0
全盛	ja	1.0
全精力	ja	1.0
全責任	ja	0.0
全速	ja	1.0
全速力	ja	1.0
全損	ja	-1.0
全知	ja	1.0
全知全能	ja	1.0
全能	ja	1.0
全敗	ja	-1.0
全米	ja	0.0
全滅	ja	-1.0
全面協力	ja	0.0
全面戦争	ja	-1.0
全力	ja	1.0
塑性	ja	0.0
疎外感	ja	-1.0
祖国統一	ja	1.0
祖先	ja	1.0
租税	ja	0.0
粗	ja	-1.0
粗さ	ja	-1.0
粗悪	ja	-1.0
粗忽	ja	-1.0
粗相	ja	-1.0
粗品	ja	0.0
素	ja	0.0
素行	ja	0.0
素材	ja	0.0
素質	ja	1.0
素振り	ja	0.0
素人	ja	-1.0
素晴らしさ	ja	1.0
素早さ	ja	1.0
素地	ja	1.0
素直	ja	1.0
素敵	ja	1.0
素朴	ja	1.0
素養	ja	1.0
訴え	ja	-1.0
訴追	ja	0.0
阻害	ja	-1.0
阻止	ja	0.0
僧侶	ja	0.0
創意	ja	0.0
創意工夫	ja	1.0
創価学会	ja	0.0
創刊	ja	0.0
創業者	ja	1.0
創見	ja	1.0
創作	ja	0.0
創作意欲	ja	1.0
創造	ja	0.0
創造性	ja	1.0
創造力	ja	1.0
倉庫荒し	ja	-1.0
喪失	ja	-1.0
喪失感	ja	-1.0
喪心	ja	-1.0
喪心・喪神	ja	-1.0
喪神	ja	-1.0
壮快	ja	1.0
壮観	ja	1.0
壮健	ja	1.0
壮絶	ja	-1.0
壮美	ja	1.0
奏功	ja	1.0
奏効	ja	1.0
爽やか	ja	1.0
爽やかさ	ja	1.0
爽快	ja	1.0
爽快感	ja	1.0
宋	ja	0.0
想い	ja	1.0
想い出	ja	0.0
想像力	ja	1.0
想定	ja	0.0
想到	ja	0.0
想念	ja	0.0
捜索	ja	0.0
挿入	ja	0.0
掻爬	ja	0.0
操	ja	0.0
操作性	ja	1.0
操守	ja	0.0
操縦席	ja	0.0
早さ	ja	0.0
早とちり	ja	-1.0
早め	ja	0.0
早期	ja	0.0
早期完成	ja	1.0
早期治療	ja	0.0
早期実現	ja	1.0
早期成立	ja	1.0
早期着工	ja	0.0
早期導入	ja	0.0
早期発見	ja	1.0
早期発見早期治療	ja	1.0
早起き	ja	0.0
早業	ja	1.0
早口	ja	-1.0
早寝早起き	ja	1.0
早成	ja	0.0
早打ち	ja	0.0
早退	ja	-1.0
早発	ja	0.0
早発性	ja	0.0
早発性痴呆	ja	-1.0
早漏	ja	-1.0
巣	ja	0.0
巣窟	ja	-1.0
争	ja	-1.0
争い	ja	-1.0
争奪戦	ja	-1.0
争乱	ja	-1.0
相	ja	0.0
相愛	ja	1.0
相違	ja	0.0
相違点	ja	0.0
相姦	ja	0.0
相互依存関係	ja	-1.0
相互運用性	ja	1.0
相互干渉	ja	0.0
相互協力	ja	0.0
相互理解	ja	0.0
相四つ	ja	0.0
相思	ja	0.0
相思相愛	ja	1.0
相乗効果	ja	1.0
相性問題	ja	0.0
相続	ja	0.0
相打ち	ja	0.0
相聞	ja	0.0
総すかん	ja	-1.0
総て	ja	1.0
総なめ	ja	1.0
総スカン	ja	-1.0
総攻撃	ja	-1.0
総合	ja	0.0
総合力	ja	1.0
総辞職	ja	0.0
総点	ja	0.0
総点検	ja	0.0
総崩れ	ja	-1.0
草稿	ja	0.0
草野球	ja	0.0
荘厳	ja	1.0
荘厳さ	ja	1.0
蒼白	ja	-1.0
装い	ja	0.0
装飾	ja	0.0
装飾性	ja	0.0
装備	ja	0.0
走性	ja	0.0
走力	ja	1.0
走塁	ja	0.0
送りバント	ja	0.0
送り倒し	ja	0.0
送球	ja	0.0
送料	ja	0.0
送料無料	ja	0.0
遭難	ja	-1.0
遭難者	ja	-1.0
霜	ja	0.0
霜害	ja	-1.0
騒がしさ	ja	-1.0
騒ぎ	ja	-1.0
騒音	ja	-1.0
騒動	ja	-1.0
騒乱	ja	-1.0
増	ja	0.0
増し	ja	0.0
増員	ja	0.0
増援	ja	0.0
増加	ja	0.0
増加傾向	ja	0.0
増刊	ja	0.0
増強	ja	0.0
増減	ja	0.0
増産	ja	1.0
増収	ja	1.0
増進	ja	0.0
増水	ja	-1.0
増勢	ja	0.0
増税	ja	-1.0
憎さ	ja	-1.0
憎しみ	ja	-1.0
憎まれ役	ja	-1.0
憎らしさ	ja	-1.0
憎悪	ja	-1.0
憎憎しさ	ja	-1.0
臓器移植	ja	0.0
贈与税	ja	0.0
造詣	ja	0.0
造反	ja	-1.0
促進	ja	0.0
即興	ja	0.0
即決	ja	0.0
即効	ja	0.0
即座	ja	0.0
即戦力	ja	1.0
即諾	ja	0.0
即答	ja	0.0
息	ja	0.0
息の根	ja	-1.0
息苦しさ	ja	-1.0
息遣い	ja	0.0
息災	ja	1.0
息吹	ja	1.0
息切れ	ja	-1.0
息抜き	ja	0.0
束縛	ja	-1.0
足まめ	ja	0.0
足技	ja	0.0
足止め	ja	-1.0
足弱	ja	-1.0
足跡	ja	0.0
足切り	ja	-1.0
足袋	ja	0.0
足踏み	ja	-1.0
足踏み状態	ja	-1.0
足払い	ja	0.0
足並み	ja	0.0
足癖	ja	-1.0
足留め	ja	0.0
足枷	ja	-1.0
速さ	ja	1.0
速やか	ja	1.0
速乾性	ja	0.0
速球	ja	1.0
速効	ja	1.0
速攻	ja	0.0
速度	ja	0.0
速度差	ja	0.0
速度低下	ja	-1.0
速報	ja	0.0
速報性	ja	1.0
速力	ja	1.0
俗	ja	-1.0
俗化	ja	-1.0
俗情	ja	-1.0
俗世	ja	-1.0
俗世間	ja	-1.0
俗念	ja	-1.0
賊	ja	-1.0
賊徒	ja	-1.0
続伸	ja	-1.0
続投	ja	0.0
続騰	ja	0.0
続報	ja	0.0
続落	ja	-1.0
卒去	ja	-1.0
卒業	ja	0.0
卒業研究	ja	0.0
卒業資格	ja	1.0
卒中	ja	-1.0
卒倒	ja	-1.0
卒論	ja	0.0
其処	ja	0.0
存じ寄り	ja	0.0
存在意義	ja	1.0
存在感	ja	1.0
存在証明	ja	0.0
存在理由	ja	0.0
存生	ja	1.0
存続	ja	0.0
存分	ja	0.0
存命	ja	0.0
存立	ja	0.0
孫	ja	0.0
尊さ	ja	1.0
尊王	ja	0.0
尊敬	ja	1.0
尊厳	ja	1.0
尊皇	ja	0.0
尊皇・尊王	ja	0.0
尊重	ja	1.0
尊信	ja	1.0
尊崇	ja	1.0
損	ja	0.0
損じ	ja	-1.0
損壊	ja	-1.0
損害	ja	-1.0
損害賠償	ja	-1.0
損害賠償請求権	ja	0.0
損害賠償責任	ja	-1.0
損失	ja	-1.0
損傷	ja	-1.0
村夫子	ja	0.0
遜色	ja	0.0
他	ja	0.0
他愛	ja	0.0
他界	ja	-1.0
他極	ja	0.0
他殺	ja	-1.0
他者性	ja	0.0
他方	ja	0.0
多さ	ja	0.0
多角	ja	0.0
多機能	ja	1.0
多極	ja	0.0
多血質	ja	-1.0
多幸	ja	1.0
多彩	ja	1.0
多謝	ja	1.0
多重債務	ja	-1.0
多情仏心	ja	1.0
多動	ja	-1.0
多読	ja	0.0
多尿	ja	-1.0
多方面	ja	0.0
多忙	ja	-1.0
多面的機能	ja	1.0
多様化	ja	0.0
多様性	ja	1.0
太っ腹	ja	1.0
太りすぎ	ja	-1.0
太線	ja	0.0
太刀打ち	ja	-1.0
太平	ja	1.0
太平楽	ja	1.0
太平洋戦争	ja	0.0
太陽	ja	0.0
太陽神	ja	0.0
唾	ja	0.0
唾液	ja	0.0
唾棄	ja	-1.0
堕落	ja	-1.0
妥当	ja	0.0
妥当性	ja	0.0
惰性	ja	-1.0
惰性的	ja	-1.0
惰力	ja	0.0
打ち	ja	0.0
打ち間違い	ja	-1.0
打ち合い	ja	0.0
打ち傷	ja	-1.0
打ち身	ja	-1.0
打ち切り	ja	-1.0
打開	ja	0.0
打球	ja	0.0
打撃	ja	-1.0
打算	ja	-1.0
打線	ja	0.0
打点	ja	0.0
打倒	ja	0.0
打撲	ja	-1.0
打擲	ja	-1.0
駄スレ	ja	-1.0
駄作	ja	-1.0
駄文	ja	-1.0
駄目	ja	-1.0
駄目押し	ja	0.0
駄目出し	ja	-1.0
駄洒落	ja	0.0
体位	ja	0.0
体液	ja	0.0
体外受精	ja	0.0
体格差	ja	0.0
体感	ja	0.0
体刑	ja	-1.0
体験	ja	0.0
体脂肪	ja	-1.0
体脂肪率	ja	-1.0
体質	ja	0.0
体臭	ja	0.0
体重	ja	-1.0
体重差	ja	0.0
体重増加	ja	-1.0
体制整備	ja	0.0
体中	ja	0.0
体調不良	ja	-1.0
体内時計	ja	1.0
体罰	ja	-1.0
体力	ja	1.0
体力づくり	ja	0.0
体力気力	ja	1.0
体力差	ja	-1.0
体力作り	ja	0.0
体力低下	ja	-1.0
体力不足	ja	-1.0
堆積	ja	-1.0
対	ja	0.0
対応力	ja	1.0
対価	ja	0.0
対岸の火事	ja	-1.0
対極	ja	0.0
対空砲火	ja	-1.0
対決	ja	0.0
対抗	ja	-1.0
対策	ja	0.0
対人関係	ja	0.0
対人恐怖	ja	-1.0
対人恐怖症	ja	-1.0
対陣	ja	-1.0
対等合併	ja	0.0
対面	ja	0.0
対面販売	ja	0.0
対立	ja	-1.0
対流	ja	0.0
対話	ja	0.0
耐圧	ja	1.0
耐久性	ja	1.0
耐久力	ja	1.0
耐候性	ja	1.0
耐湿性	ja	0.0
耐衝撃性	ja	1.0
耐食性	ja	1.0
耐震	ja	0.0
耐震性	ja	1.0
耐水性	ja	1.0
耐性	ja	1.0
耐熱性	ja	1.0
耐摩耗性	ja	0.0
帯域	ja	0.0
帯域幅	ja	1.0
帯状疱疹	ja	-1.0
待ちぼうけ	ja	-1.0
待ち時間	ja	-1.0
待ち伏せ	ja	0.0
待避	ja	0.0
待望	ja	0.0
怠け	ja	-1.0
怠け者	ja	-1.0
怠惰	ja	-1.0
怠慢	ja	-1.0
泰	ja	0.0
滞り	ja	-1.0
滞納	ja	-1.0
胎動	ja	0.0
胎毒	ja	-1.0
胎内	ja	0.0
袋小路	ja	0.0
袋叩き	ja	-1.0
貸し	ja	0.0
退位	ja	0.0
退院	ja	0.0
退院祝い	ja	1.0
退隠	ja	0.0
退化	ja	-1.0
退会	ja	-1.0
退学	ja	-1.0
退官	ja	0.0
退却	ja	0.0
退局	ja	0.0
退屈	ja	-1.0
退行	ja	-1.0
退治	ja	0.0
退社	ja	0.0
退所	ja	0.0
退場	ja	0.0
退場処分	ja	-1.0
退職	ja	0.0
退色	ja	-1.0
退陣	ja	0.0
退団	ja	0.0
退潮	ja	0.0
退任	ja	0.0
退廃	ja	-1.0
退廃・頽廃	ja	-1.0
退避	ja	0.0
退部	ja	-1.0
退歩	ja	-1.0
退役	ja	0.0
逮捕	ja	-1.0
鯛	ja	0.0
代わり	ja	0.0
代金	ja	0.0
代稽古	ja	0.0
代謝	ja	1.0
代償	ja	-1.0
代打	ja	0.0
代替	ja	0.0
代替案	ja	0.0
代表	ja	0.0
代表作	ja	1.0
代表選手	ja	1.0
代役	ja	1.0
台	ja	0.0
台形	ja	0.0
台風	ja	-1.0
台無し	ja	-1.0
台湾	ja	0.0
台湾語	ja	0.0
大げさ	ja	-1.0
大ざっぱ	ja	-1.0
大にぎわい	ja	1.0
大の字	ja	0.0
大まか	ja	-1.0
大ダメージ	ja	-1.0
大ヒット	ja	1.0
大ブーイング	ja	-1.0
大移動	ja	0.0
大悦	ja	1.0
大往生	ja	1.0
大恩	ja	1.0
大音声	ja	0.0
大家	ja	1.0
大火災	ja	-1.0
大過	ja	-1.0
大我	ja	0.0
大怪我	ja	-1.0
大外刈り	ja	0.0
大学名	ja	0.0
大喝	ja	-1.0
大患	ja	-1.0
大間違い	ja	-1.0
大企業	ja	1.0
大喜び	ja	1.0
大器	ja	0.0
大器晩成	ja	1.0
大気汚染	ja	-1.0
大気圏	ja	0.0
大飢饉	ja	-1.0
大儀	ja	-1.0
大技	ja	1.0
大義	ja	1.0
大吉	ja	1.0
大虐殺	ja	-1.0
大逆	ja	-1.0
大泣き	ja	-1.0
大漁	ja	1.0
大凶	ja	-1.0
大恐慌	ja	-1.0
大金	ja	1.0
大袈裟	ja	-1.0
大型魚	ja	0.0
大型店	ja	0.0
大型倒産	ja	-1.0
大慶	ja	1.0
大喧嘩	ja	-1.0
大賢	ja	1.0
大好き	ja	1.0
大好評	ja	1.0
大工仕事	ja	0.0
大洪水	ja	-1.0
大国	ja	1.0
大災害	ja	-1.0
大罪	ja	-1.0
大作	ja	1.0
大雑把	ja	-1.0
大惨事	ja	-1.0
大仕事	ja	1.0
大事	ja	1.0
大事故	ja	-1.0
大慈大悲	ja	0.0
大自然	ja	1.0
大失態	ja	-1.0
大失敗	ja	-1.0
大酒	ja	0.0
大衆	ja	0.0
大衆性	ja	0.0
大渋滞	ja	-1.0
大出力	ja	0.0
大勝	ja	1.0
大勝利	ja	1.0
大笑	ja	0.0
大笑い	ja	1.0
大丈夫	ja	1.0
大震災	ja	-1.0
大人	ja	0.0
大人物	ja	1.0
大水	ja	-1.0
大水害	ja	-1.0
大成	ja	1.0
大成功	ja	1.0
大盛況	ja	1.0
大聖	ja	1.0
大声	ja	0.0
大切	ja	1.0
大雪	ja	-1.0
大戦	ja	-1.0
大戦争	ja	-1.0
大層	ja	0.0
大掃除	ja	0.0
大蔵	ja	0.0
大損	ja	-1.0
大損害	ja	-1.0
大多数	ja	1.0
大打撃	ja	-1.0
大胆	ja	1.0
大胆さ	ja	1.0
大地震	ja	-1.0
大腸がん	ja	-1.0
大腸ガン	ja	-1.0
大腸癌	ja	-1.0
大腸菌	ja	-1.0
大津波	ja	-1.0
大敵	ja	-1.0
大東亜戦争	ja	-1.0
大盗	ja	-1.0
大統領	ja	1.0
大難	ja	-1.0
大任	ja	0.0
大波	ja	0.0
大破	ja	-1.0
大敗	ja	-1.0
大爆発	ja	-1.0
大盤石	ja	1.0
大被害	ja	-1.0
大病	ja	-1.0
大風	ja	-1.0
大福	ja	1.0
大物	ja	1.0
大変	ja	-1.0
大便	ja	-1.0
大味	ja	-1.0
大迷惑	ja	-1.0
大目玉	ja	-1.0
大厄	ja	-1.0
大容量	ja	0.0
大量失点	ja	-1.0
大量消費	ja	0.0
大力	ja	1.0
大和魂	ja	1.0
大和心	ja	1.0
第１次世界大戦	ja	-1.0
第一次世界大戦	ja	-1.0
第一次大戦	ja	-1.0
第一人者	ja	1.0
第一声	ja	0.0
第一報	ja	0.0
第一流	ja	1.0
第三部	ja	0.0
第二次世界大戦	ja	-1.0
第二次大戦	ja	-1.0
第二部	ja	0.0
第二話	ja	0.0
醍醐味	ja	1.0
卓識	ja	1.0
卓抜	ja	1.0
濁り	ja	-1.0
濁る	ja	0.0
濁流	ja	0.0
諾	ja	0.0
諾意	ja	0.0
諾否	ja	0.0
叩き	ja	-1.0
達識	ja	1.0
達者	ja	1.0
達人	ja	1.0
達成	ja	1.0
達成感	ja	1.0
奪い合い	ja	-1.0
奪回	ja	1.0
奪還	ja	0.0
脱臼	ja	-1.0
脱会	ja	0.0
脱却	ja	1.0
脱出	ja	0.0
脱色	ja	0.0
脱水	ja	0.0
脱水症状	ja	-1.0
脱税	ja	-1.0
脱線	ja	-1.0
脱走	ja	-1.0
脱退	ja	0.0
脱腸	ja	-1.0
脱党	ja	0.0
脱藩	ja	0.0
脱法	ja	-1.0
脱毛	ja	0.0
脱落	ja	-1.0
脱落者	ja	-1.0
脱力	ja	0.0
脱力感	ja	-1.0
脱輪	ja	-1.0
脱疽	ja	-1.0
棚卸し	ja	-1.0
丹青	ja	1.0
丹毒	ja	-1.0
丹念	ja	1.0
単価	ja	0.0
単彩	ja	0.0
単純	ja	0.0
単身赴任	ja	0.0
単打	ja	0.0
単調	ja	-1.0
単調さ	ja	-1.0
単独犯	ja	-1.0
嘆	ja	-1.0
嘆かわしさ	ja	-1.0
嘆き	ja	-1.0
嘆願	ja	0.0
嘆美	ja	1.0
担い手	ja	0.0
担税力	ja	0.0
担任	ja	0.0
探求	ja	0.0
探求心	ja	1.0
探究心	ja	1.0
探検	ja	0.0
探検気分	ja	1.0
淡彩	ja	1.0
淡泊	ja	0.0
炭肺	ja	-1.0
短気	ja	-1.0
短所	ja	-1.0
短打	ja	0.0
短調	ja	0.0
短編	ja	0.0
短命	ja	-1.0
端役	ja	-1.0
胆汁質	ja	-1.0
胆石	ja	-1.0
胆力	ja	0.0
誕生	ja	1.0
誕生会	ja	0.0
誕生祝い	ja	1.0
誕生石	ja	1.0
誕生日	ja	1.0
誕生日プレゼント	ja	1.0
誕生日祝い	ja	1.0
団結	ja	0.0
団結力	ja	1.0
団体客	ja	0.0
団欒	ja	1.0
弾圧	ja	-1.0
弾丸	ja	0.0
弾性	ja	0.0
弾薬	ja	0.0
弾力	ja	1.0
弾力性	ja	1.0
弾力的	ja	0.0
断トツ	ja	1.0
断罪	ja	-1.0
断食	ja	0.0
断水	ja	-1.0
断絶	ja	-1.0
断線	ja	-1.0
断層	ja	0.0
断腸	ja	-1.0
断腸の思い	ja	-1.0
断定	ja	0.0
断熱	ja	0.0
断熱性	ja	1.0
断念	ja	-1.0
断片	ja	-1.0
断片化	ja	0.0
断末魔	ja	-1.0
暖かさ	ja	1.0
段ボール	ja	0.0
段違い	ja	1.0
段差	ja	-1.0
男らしさ	ja	0.0
男気	ja	1.0
男嫌い	ja	-1.0
男子禁制	ja	0.0
男手	ja	1.0
男女共同参画	ja	1.0
男女差	ja	-1.0
男女差別	ja	-1.0
男女同権	ja	1.0
男女平等	ja	1.0
男神	ja	1.0
男声	ja	0.0
男前	ja	1.0
男日照り	ja	-1.0
男冥利	ja	1.0
談合	ja	-1.0
値ごろ	ja	1.0
値引き	ja	0.0
値下がり	ja	0.0
値下げ	ja	0.0
値下げ競争	ja	0.0
値札	ja	0.0
値上がり	ja	0.0
値上げ	ja	-1.0
値打ち	ja	1.0
値段	ja	-1.0
値崩れ	ja	-1.0
知	ja	1.0
知・智	ja	1.0
知らせ	ja	0.0
知る権利	ja	1.0
知覚	ja	0.0
知恵	ja	1.0
知恵袋	ja	1.0
知恵熱	ja	0.0
知見	ja	0.0
知行	ja	1.0
知識	ja	1.0
知識経験	ja	1.0
知識人	ja	1.0
知識不足	ja	-1.0
知性	ja	1.0
知的	ja	1.0
知的活動	ja	0.0
知的興奮	ja	1.0
知的好奇心	ja	1.0
知的所有権	ja	1.0
知的障害	ja	-1.0
知徳	ja	1.0
知能	ja	1.0
知能犯	ja	-1.0
知名	ja	1.0
知名度	ja	1.0
知勇	ja	1.0
知力	ja	1.0
地ばれ	ja	-1.0
地位	ja	1.0
地域格差	ja	-1.0
地域活動	ja	0.0
地域差	ja	-1.0
地域振興	ja	0.0
地域性	ja	1.0
地域福祉	ja	0.0
地域紛争	ja	-1.0
地下鉄サリン事件	ja	-1.0
地殻変動	ja	0.0
地気	ja	0.0
地祇	ja	0.0
地球温暖化対策	ja	0.0
地球上	ja	0.0
地獄	ja	-1.0
地震	ja	-1.0
地声	ja	0.0
地層	ja	0.0
地盤沈下	ja	-1.0
地方都市	ja	0.0
地味	ja	-1.0
地雷	ja	-1.0
地力	ja	1.0
地霊	ja	0.0
弛緩	ja	0.0
恥	ja	-1.0
恥さらし	ja	-1.0
恥じらい	ja	0.0
恥ずかしさ	ja	-1.0
恥辱	ja	-1.0
恥部	ja	-1.0
智	ja	1.0
智恵	ja	1.0
智慧	ja	1.0
痴ほう	ja	-1.0
痴漢	ja	-1.0
痴漢行為	ja	-1.0
痴情	ja	-1.0
痴呆	ja	-1.0
痴呆症	ja	-1.0
痴話げんか	ja	-1.0
稚魚	ja	0.0
稚拙	ja	-1.0
置いてきぼり	ja	-1.0
置き引き	ja	-1.0
置換	ja	0.0
致仕	ja	0.0
致死	ja	-1.0
致命	ja	-1.0
致命傷	ja	-1.0
蜘蛛	ja	0.0
